user_id, item_id
67473135,336579392
25541349,209664159
89249164,397154938
48638352,122704162
23593325,315094459
72767439,131308954
83521932,91148930
51631578,378587666
69545007,278278548
134297195,391813223
68983870,180796355
102411295,97122153
57664277,343900112
78354424,200581215
19998815,176936580
104016986,254598594
42008479,134954699
114955187,307354934
18216389,207472697
99221649,99490512
46121868,263705051
36113584,345703380
65454710,195941400
84879940,172890080
97496187,87541203
130580296,249991692
23860674,121422575
31565417,72517868
105158239,341126142
1027626,378649407
135397807,280999641
92680330,112671274
8596951,45439444
120388817,250365405
47321502,371300040
67473135,212629619
141658190,321891338
76327598,96743189
11171971,121060206
63703703,182105195
57972624,204484407
79276240,332666765
95002467,23699206
101881032,217491413
100067745,345084323
12522187,180088570
44548696,50030179
4561993,34528968
111667443,101389630
94068081,239825516
16499024,190284859
37949840,232976978
15089987,205268846
25793236,260429181
41487930,179192254
113209486,398139215
127311966,335278493
134297173,131409381
21507233,143926013
25613360,110793793
6049053,129940794
5409107,69865394
62909863,219087506
27544399,171801325
86985041,3887317
1156843,175350566
126501325,355610864
6396227,58755263
118476662,222423480
11087331,74245858
22704978,367582534
81997056,365400996
91156191,144590772
93970634,14133813
68100903,382818571
13948161,46375218
120983136,318484631
64073282,180414969
36680928,8742814
33470115,99646382
65746371,374615005
96253403,297189740
70163788,97197178
57899010,356230314
99781237,229012708
2005140,242674941
64364680,300580268
45612771,223155258
102115259,122978860
140469244,322925939
134512473,58747996
134512473,228911725
68645886,239336704
77306409,74913106
39128743,74036198
24219008,224829052
988074,22173478
83369179,117174750
60059149,260854949
83654474,263083712
74057376,386169710
71618587,193217109
71618587,13255154
68412184,322798842
49829658,115316534
429994,186710322
111497529,21270138
30025100,375224056
2996605,19349154
109711418,177867478
7841126,333263389
128675125,89814071
16304741,293266824
61136520,353287840
126992775,301610630
61454609,339424210
114934780,49916277
109939909,101405337
61454609,263228148
20733935,362568057
11175279,326563983
130946866,285367979
120213174,102539028
114845984,313482842
79233582,209530320
118770004,200986432
120226592,294142194
32800923,15784008
119687381,257628932
94432660,284503295
122827676,287193037
111605397,256516189
110728476,68808788
56127169,22004106
36179838,181702590
82389748,25682062
103274179,55359205
133023935,102246208
48883521,394288977
43725519,391190846
71618587,213337332
36394520,139161961
95198382,210578315
65961855,210172280
121986222,175912794
57987527,261039478
56823277,78666709
122269318,202495820
137347868,66323704
46550020,323143441
133664832,329341207
15089987,97458166
71333586,401921267
64030719,246268241
100576625,126196785
24000198,284341265
121363800,112076279
81611585,268795822
107966330,188295334
119490278,225394978
89417510,69697478
41089112,85468121
89104233,373365935
88999753,387195494
32386327,121936857
16590671,175350566
13789551,95328095
130068403,197768748
110122107,394980024
55327215,57959294
140734558,302425391
117439548,12311827
134297195,385858468
92680330,158232651
38814954,382040328
62073731,78790197
55136020,330618364
63164461,283991212
71618587,262311495
82698552,95788765
8679255,144019144
102825286,232344783
57240687,396630610
102933198,6387218
68606919,4114360
37092700,318051072
42407685,326005604
52655107,31372392
117902534,311328558
67878902,164078543
10520785,71200461
128132237,347086556
2939036,246813885
10149605,351882637
99228290,281915518
23865567,295058594
19466917,347862225
100559064,107070231
62500763,46317406
137078011,270850109
121886720,73082917
69545007,197374575
117144216,354281285
85296442,54714608
43084101,82722206
64798736,385040936
103482353,367904271
41500786,128208146
103336492,4073128
45368,102614959
120226592,222243323
122372539,175502253
61058989,324892627
75985892,282396814
118208713,306585442
35798011,267386920
56528086,337754347
73117272,103195682
42453068,224558542
139004328,256576566
25816895,120804325
141388703,147671365
4904673,115325798
138858951,245450165
118911721,10663799
18956456,175538809
74986748,353102852
8217647,314007768
43759361,60915502
19637792,26370710
110122107,258211032
86674738,305913225
107863206,126141551
86241219,11155585
35277878,269035447
78922712,247643626
39602501,196381656
74892642,78702915
39544337,66816595
16476024,125112828
49373970,308182672
117883202,253135492
142128951,244206689
42924297,341684967
138113896,314921178
47071435,348725798
828731,378565121
57391950,53776480
28897742,128526986
27115433,8163397
23362810,132473470
32977820,216410714
120226592,387924139
71618587,188010477
20093296,327245202
30079563,153009644
79076274,37367889
96022445,57889632
35203286,371746262
71679761,316254024
134297195,120770555
59247271,325250520
46086237,110429335
17230300,246823269
110297620,136346370
54129901,12400657
78354424,279550583
66369549,139611932
111497529,213541383
50918155,354295855
86121663,27769900
84441355,262767894
116557679,147297626
3191999,362804298
11000891,394769138
72143157,241959949
56325314,344823633
24118436,343168007
5648876,40633770
30107666,14517257
68198575,204892365
135492776,324355787
136788174,14927260
47047755,274176802
4036600,176241050
133785352,379431299
104016986,264117058
119510685,94926865
122566052,318835766
37949840,291902009
59797150,224599472
48420009,9929183
29628336,137226979
41138859,286663307
102049484,147570824
118770004,246919449
90163649,221048610
15777503,126265700
16262848,394101658
117827012,35900952
127298242,307129849
117801742,353051835
136108072,289236321
103796501,267324794
105732108,275771996
68645886,215412641
27296776,164583276
69545007,398289053
140131230,361234473
100772220,364551754
83334493,161162401
4904673,152233156
100366139,349911288
117517120,111709147
57987527,111057606
141296727,253738707
128580091,188193229
6590050,268312129
42879294,329666229
1421162,253312920
24706638,392007714
88999753,256076502
103969132,55367794
31005284,334236074
89417510,292904616
119759842,53393395
126992775,300060451
13336176,250529692
131433540,298320522
126665202,201742973
128080625,231297142
53884329,381449328
137484826,344953513
49780463,194347732
56438429,154670406
138793462,136013541
97944240,283737157
61810993,287119510
139766625,140604701
36147332,168674586
98492728,49888501
12048172,148470276
30107666,269517550
55668630,156851683
115702436,41517233
110370435,307866246
76662157,299393754
68002440,178053298
80522255,58651925
135455673,369714671
39660335,32222513
51402536,84818971
91087067,398924153
59076389,328178733
89505491,124206712
68790834,371841825
72659380,141664259
82468751,49338813
7494627,306353253
96089426,238774258
47016310,118564677
95917845,177171897
79314283,91998352
33726380,235613032
16779951,280240408
35254146,16491508
29354412,97328409
828731,181512379
137078011,81613181
132927997,6087997
119687381,28513594
57877811,7860628
37252716,214859700
7615259,294470878
27636346,360394909
121673341,262283609
29888146,309495373
83369179,114904340
69545007,299954348
116906904,259422210
22627844,333365702
94287521,187398698
31562437,260668832
86012881,118135884
131390205,358011162
4904673,236834037
54299599,105355523
4573013,124462215
141794752,255003583
47888992,227679235
83262957,33249082
17907443,367489414
126576552,82886875
121639326,392059787
134988446,43253296
8362294,329586519
87401754,157286789
71985206,237961704
131318750,331906841
109711418,235911389
54204970,78955188
102829090,153566155
68259655,158442016
126336907,120523894
33445386,180592349
133240213,299596089
41089112,378012802
26391467,387541308
1799885,261656943
29064427,290385394
46438190,61156689
37820897,389574630
116166066,175903864
47117557,57258793
98506532,339687641
140730073,131951400
117883202,61933811
92280073,85718109
120607401,43075142
33318592,155032466
89748192,66904464
5091068,330922844
53227937,273307868
109820331,46709019
43660726,316946585
13859635,179332811
43479464,33870148
127437161,118665190
113791848,343841548
96074973,183185282
128080796,343859374
88999753,321742980
1067390,64277064
65327146,41915442
22884828,308074685
120841661,225411366
73117272,251724076
97243869,286452204
876192,13735614
86868724,192621775
126147556,386510971
37252716,234212039
64106527,17709620
39531225,101094247
65320445,9455901
35881288,344476319
14210118,154157075
25119212,272890675
47606728,180546516
10149605,184198237
140935086,182240709
139511800,202113002
123536417,307156093
85134448,230675155
80376775,165772236
54279484,139406727
64053955,293481823
102303177,54066182
73525659,221094209
35860790,35805038
27612624,6895756
128039265,259278503
66201870,216139354
111497529,173902413
102350790,330925090
65320445,57999979
111667443,294750316
3375066,101864789
9184855,127617739
43302035,357975411
67473135,325565198
91856848,123069299
127131314,384605629
71618587,28852552
87351617,337602602
42557195,150512991
62909863,109275951
97195267,332555496
120841661,368963984
75235204,179255986
45914095,137620022
111671760,339724257
138524216,350474276
88999753,186079069
119257966,298727944
7288446,31950218
113791848,310215841
54752857,315138453
102036949,136596552
102930156,315017721
14210118,32770391
142306250,340706619
6566040,117035861
39531225,49125853
121571277,324189808
106457937,303318931
138254559,397813288
16147980,215166532
94256851,274558937
33406584,175660509
111497529,70556562
95582490,399419591
135116529,268075017
114999744,196466046
57275898,75214589
28926235,223839594
111497529,286032261
114224116,160089607
82889783,365468704
132812306,188253097
72256073,67380958
4310004,257424853
99383633,360510188
121571277,169608718
20047712,111186050
102417042,85491879
111497529,122317357
103464835,255288660
6835466,168997973
83925852,53030943
121970896,344527059
133240213,249524500
56790163,133975968
16832057,239211464
111497529,18814024
123675556,295283142
98980048,30760179
96590134,177990199
78161252,134634178
73065478,27929409
33685148,58215493
100739273,50970185
135460068,330221464
27756102,54961264
83299768,401400447
105923210,381331360
33646417,39981887
74221711,324080036
114505674,223094755
34596224,355878597
34566759,196784595
24487604,55551933
114681302,210798663
54233520,294036693
31368231,357645813
101236776,122336332
112193134,243070717
2807180,123867208
95293046,167884932
88999753,27245690
120378357,241672830
17048049,11353847
43660726,142185851
2998777,291005418
1652366,8572924
44443335,111565688
105313845,348927945
79093481,389166272
111671760,66182258
7715572,138985996
50206606,84825303
17510838,210306098
121420532,98365250
129500471,328420891
74578437,62021317
56802207,38673661
61136520,20797178
19998815,54878069
71581288,358550456
130550997,265925913
49373970,141551774
43725519,107261241
112843988,180772177
141870015,108943191
133785352,256702130
45086009,62344745
39318393,27678487
35203286,7342284
139479952,195667498
56466888,397196679
103634139,400193160
271169,399467585
59247271,226105990
58871895,252101883
18913329,341054667
29359060,91430222
85932424,240284012
103957530,258360742
124167000,127389080
116357641,396162399
127531045,127377226
30719224,314147892
86530795,96323915
99820815,278572361
12897900,82789385
128969098,224160095
87442587,362284213
35896466,362073448
55961337,10894648
13451882,52312672
37252716,129997746
115001382,98085296
5096381,205587031
140455966,395690454
10149605,309157629
80487881,378780349
38814954,9763647
46327874,125021756
28734621,62139131
40358819,16574564
5699616,365562068
79314283,203211947
35002050,86985771
53125707,132027957
100268421,344573236
60051601,388100849
74694804,8488325
127531045,142464057
141661456,251351090
42372920,70646343
111497529,132547597
86889967,362248652
80216957,18174597
9670219,47230156
140131230,166516188
47888992,196693728
75070176,241896287
39959024,357113655
44642683,26722689
36673681,373583504
40873042,358225503
69037610,75016781
5938832,264956024
73193816,115897883
20646051,297863391
58308741,266259898
105313845,146734728
141284597,315242379
16259607,154115755
137204928,190271706
116476393,240153154
37889013,359936353
94432660,171218885
109476383,381783920
97693604,262057790
10149605,97402242
91304394,56782969
50864448,367021737
124790821,362439111
24626691,255693926
20311193,210943081
74261240,215119623
111667443,217473610
134988446,381855505
7604354,330297709
9092898,354164001
60419145,21737251
22666062,301998482
57877811,268121349
142128951,22752019
66093959,385925623
139370639,215099434
44703989,122200761
38814954,244338920
217996,400596992
35881288,150854074
102020621,54180068
30710648,341273854
6038459,156997523
110233849,281810761
73577977,90480367
123051004,182667593
4231989,85831446
45725215,143009775
48796681,268554037
2319819,371668690
62639453,286501712
37192011,62150220
2196875,263464703
76662157,180924371
74158682,35694423
118770004,176445001
114273462,321999517
127437161,82837820
102492252,373048180
138299981,240584377
125316855,98129897
41938273,145168258
13320723,143937150
60051601,140858834
123013882,200917612
35849648,39013088
17510838,334658953
88999753,229798006
80274951,86053183
83666727,131948029
18956456,345288832
37872668,146529062
47016310,69511806
109819359,379596824
106966217,187398698
85704077,402232981
103592049,302631196
72659380,85058503
67878902,50477918
43725519,155802326
132223788,167275498
120607401,986300
18117036,377743051
104841708,362878446
58849452,104583907
99248296,272743400
120662972,370150519
72656044,353893362
139759180,57730881
50943011,276668738
45660059,274607267
91127849,307458013
104456945,137280819
26767200,221330874
139479952,318710248
86056995,385271358
74675979,52033482
23916542,232156990
4904673,9977220
114656315,90996777
23276219,285084503
41138859,287376583
118800259,138036654
117801742,39999127
33054630,127089816
59076389,239241344
114497655,39690701
108287275,88204413
11427000,134285149
100067745,68611138
1017622,161883125
97873830,335445715
52580712,391282933
2696208,20515351
44443335,3157911
122129618,170722191
70828129,216409211
71369964,214243075
85704077,2053938
109705911,369358745
20401,61549961
39951811,57959841
65851171,255975488
126966556,42013002
7572099,262692966
12746210,302249741
8473096,309838564
11535404,116276045
15136492,30997667
48197647,19301673
103267275,286034227
22174547,345889923
58207246,36496693
99228290,213273871
129451829,241998639
108919322,216579043
54254339,347960756
82389748,365363098
121776645,210076349
102115259,162581145
16178402,402419946
35338207,388106589
140467270,219636028
110697285,397645878
24068503,111594063
69545007,183754099
45612771,49362681
99228290,16042376
83954147,258702584
103498808,172799466
91222505,163621961
47606728,381596319
10149605,179666179
110370435,213240353
71635822,99761323
16832057,160429643
29898034,106140447
133887741,280568423
19637792,107477859
70905680,19792044
112971020,76202349
39427521,257342988
140351953,220067881
34263408,76654327
104816721,263771866
125627237,356199623
11845036,139587683
127437161,295412786
81776815,33245782
76777269,75617021
111671760,78285506
106329860,320177378
124832591,321999517
66621061,77263150
131035236,138442084
61450887,271844389
61375478,78276072
37872668,206941102
96089426,87952496
70815622,375571522
45612771,212905173
78574430,399968160
16419618,38325183
16280029,69228877
19208481,104117674
97347111,284014616
108030981,192109548
93050081,166400170
47270885,159584151
128851538,238377577
72956422,207659223
81595167,91476835
12522187,300587775
81967588,115062288
64364680,20659087
82076649,88753935
1067390,130785900
360451,38313802
10741729,376804630
69545007,59077596
34424467,368627119
77223060,372048435
86239261,29007312
106815559,24178155
117711807,29763422
84515674,147935127
23296153,139979775
127641845,18513686
111497529,194606994
79276240,290262157
42557195,212733919
129837687,101113798
70815622,328201611
97832135,34419813
120213174,173424571
73433921,388457029
99228290,164341085
80274951,160182729
118539273,179311894
94165340,118827933
122331001,293910820
27129711,384944791
126801060,295169256
24792310,68683700
73427429,17437364
77121207,191466057
85008352,15712885
59247271,248626832
61336461,124095213
86699139,131132591
121781335,126905188
19900342,192743589
74314315,357344486
68358561,181294071
10831964,401150725
5616094,139352418
5021527,274258279
52126011,273291347
142128951,41756488
124116992,107448554
92402983,185042823
77918889,165664003
64818293,244447384
103663126,36682882
138556824,8163092
105195383,330188516
74572285,115487664
138862609,56665262
113750678,365646437
82874137,84978952
91504246,131213080
92680330,9940731
440799,322515461
26228110,156726661
101659505,185257600
73024300,235886458
49622041,234747545
38965559,266923276
64141038,5564862
15610247,97181738
57502610,163851761
65746371,385393929
129500471,363215816
33182580,78873029
141343296,234239402
99228290,193775707
1799885,33299327
38965559,35500314
22342118,37045349
32800923,81151268
104551817,391132920
84809260,292162724
38965513,92596339
84121281,226463178
129022531,398459723
52957351,959169
86889967,158886178
62073731,367362243
3039555,100270273
116718712,309865289
45368,201691559
121776645,364383111
87837648,360274610
60686963,239066182
86345448,383843257
4053567,107112793
137078011,21426317
56127169,336681148
33005419,138793803
76409653,98625919
12326391,364948872
95350481,348808813
115001382,205384815
134316585,99830146
122372873,196007333
92147065,179653178
87351617,82827311
130550997,257168295
118539273,342481382
3750447,211271417
110697285,124842895
113905943,384938183
7952296,204966377
79633830,214586135
134297195,195195487
91123846,394689881
104414180,389693679
74314315,339345937
109410073,344048155
133240213,247671092
80108328,382962912
49007368,193360249
68645886,64233998
105158239,122816336
9380791,226053411
122289521,236075766
20132045,227982427
51826644,174202380
75631135,194893190
104016986,292326772
81925863,378138162
102303177,266522940
54658786,350295038
63588363,132428374
43660726,21275744
55192915,38550944
120059346,402119913
72526488,181013841
56528086,282825172
78574430,121609129
134988446,233604252
37252716,20042208
49373970,26142992
32977820,365089658
34424883,76955008
114305854,387531622
110033398,139746120
123257288,231854862
104007279,94228024
41818010,388082878
91719173,163123603
32349430,200765760
11485096,92453868
86699139,368715014
122129618,280840205
3727568,109275951
35002050,249367493
95244708,209118803
70308129,315486126
134297173,95550475
19708378,54601438
57820803,380356519
125627237,128096539
35619826,9349241
1017622,99353937
131396587,107521325
91932335,304216063
73245647,98527518
19466917,196031631
37880189,261859252
84491909,392296890
31718228,386518581
12282525,293858126
137536017,235341993
91087067,270386365
125071930,167745286
57664277,165265728
107628666,210902239
44130893,200158119
45368,135096805
69151720,103529819
81070130,341836987
118648150,217917044
56646633,183558027
117554302,74239265
101764626,368105400
17510838,25120505
139997649,97718143
68645886,362305721
8287368,171673732
21305088,162214148
25721434,254911027
109819359,16287339
118057214,77091417
56707430,142592193
54658786,46596616
44130893,368548708
16043768,240478330
114903766,241241636
14011730,173246232
107877583,30252316
47272457,273661185
38965513,249634031
25816895,113304315
37005580,156692858
57475934,113812266
31325823,21866146
41509153,187500156
107580554,335080165
119652192,69201930
91519514,201447210
62565718,192268202
2763135,103770520
86616463,138940775
57248501,106297106
99228290,265726365
49579221,50878258
26050959,266169766
53892787,280493492
66835786,356819254
1074226,165442369
101920679,356286478
52655107,203019975
133361096,162934157
5409107,137159330
91087067,186715706
129141421,292881944
119510685,402539360
29733525,368804449
126505815,137537812
47454661,106741469
27426697,267318819
80798241,385680794
74318132,211153744
39980904,225635726
135455673,385178639
140334474,402188501
52665292,370131108
42109144,367181115
134297173,148039521
3762752,298358079
128080625,109565694
25544044,92331939
80795824,82262517
85098361,237806715
71952221,167619580
110697285,150627622
104418174,113045598
131612507,31270313
82733729,133741122
14306251,197194138
27612624,380002409
115100866,200368199
23346515,402456014
129968745,293077774
50649733,62731756
135455673,374433515
97347111,288229497
138862609,133411742
13336176,177913788
132812306,263619091
30107666,8596516
25474939,249008235
31667005,320425560
141700273,282457917
19708378,230418832
82733729,289132607
105837655,5144400
62073731,335933031
2302904,95593236
99503510,76994603
15671790,224132336
44806939,308859260
129500471,149501339
43234037,107070231
37872668,338955553
117274933,110539865
118648150,107736943
96934202,69147349
131997583,367380914
118142258,355333086
43927941,231355708
44248133,31569483
19336893,96651087
104613070,328920220
127641845,36608060
93353661,121336568
217996,243239912
134297173,109244176
19466917,329895853
59398938,375966670
94602958,400087582
16918270,368897213
35445847,57642981
117144216,352997927
128104640,236461545
87153696,119155170
51826644,299810468
14296219,167757064
99228290,90578650
79123404,263464703
12329292,334314121
126992775,308830819
126551956,43449971
131965111,146877620
47035700,362932511
23159781,50228034
72076185,11577416
78045043,374461176
136718195,3131661
73427429,123765841
67033795,19447830
56962081,265148736
23228065,240641434
89606580,37396151
16832057,301016120
17510838,166527091
37872668,279603510
128521783,74590851
67735668,97407506
121363800,8647756
69636615,212949294
96545886,45784449
90539396,168038839
10149605,384654028
125793698,100066392
61636536,235168224
21571979,265157631
74261240,68147190
82389748,315543736
82384961,334409870
123862943,273199995
117724096,69695156
24792310,149024912
74986748,179976736
139145544,92546898
103267275,130891779
20401,214119760
121516655,402722805
57299030,395280662
103504610,3372697
81635499,301500353
77392405,331766411
87442587,281819663
82804754,309058572
99228290,358690717
82709223,199160639
66369549,205924834
13403684,143618664
44130893,228050888
10415858,138078086
47016310,179926108
89416397,387395836
3671520,300158946
121673341,381054035
107220228,11409171
17713809,391266997
38965559,357799866
88999753,56251059
71361569,189692730
112156434,165089854
113718238,152998369
73234758,232220713
69493193,217485542
25613360,125310348
105266148,347955952
43660726,85369178
26228110,235057648
39324037,391916938
111497529,19808726
74892642,272300390
98952869,342481382
9670219,184491465
17655263,286732290
137905112,117439436
27608145,318056399
130199663,155616768
120607401,234829055
101881032,248844326
107552130,40020377
51826644,384489580
64250909,101311746
99228290,401321336
39593162,35151398
111497529,121411460
31449327,349779842
11162300,210688442
84638310,19073959
96089426,164354643
1376538,144868429
40711894,147605689
35941637,254963832
127437161,110408511
22993027,111775450
70260190,350507550
42372920,333500802
63693522,384598821
97132998,95683541
85063376,385728527
91719173,127140586
56514257,372247370
43864355,36419634
126551956,22967092
128078712,111217991
99228290,67254079
74492481,323442493
119490278,249695153
29354412,184687647
118433993,5015292
135487299,346302702
8716998,68606032
42317567,118310778
263901,132087810
35203286,98226753
134988446,287395682
113801131,246206905
26047046,114338022
100817523,205911902
23346515,326564665
119793858,383869547
105089571,340774530
63588363,31159404
57502610,242853115
96074973,220590361
111497529,337439588
101685919,192996707
137905112,114603370
7409910,294075409
120213174,318172340
74789061,138458253
130756544,39891466
79707989,363434641
106840813,117131151
135455673,248948733
1206079,164540170
4402284,67214772
101250285,313539899
47674385,365382601
128094449,346881718
10415858,119680396
141388703,219800492
61636536,334736949
36773664,2820815
111497529,11451648
45206837,17395427
46288074,65686003
92402983,182456023
20148247,143533662
38965513,155652159
40228547,297486115
33431745,263997234
12820152,399571131
19637792,401802420
111497529,376998983
136649602,307129849
21576685,148659698
74890051,176396353
118142258,365373882
54752857,293220174
9636845,303852646
5435909,359715568
116457916,294465116
68381564,267319825
123013882,182769698
36773664,248815564
102020621,25303023
2952532,202796717
11926956,176658434
49512453,110619782
7231382,5717132
69938358,388140557
96497575,245013737
53568053,329167790
113692463,109592380
26755560,141750318
129968745,3133941
102036949,16532160
26615437,284308541
81221270,237113615
49078659,248233866
62359568,274315016
50764909,316689271
23916542,329400130
53227937,235326763
119765398,266594154
24792310,8560088
78161252,302596048
55192915,344229658
74694804,188693624
51826644,288318697
126360137,208774572
99059817,289368991
24709928,349497709
86779833,393396635
6812814,2878638
137180612,264864306
91127849,11761126
81221270,35211459
50672934,237053123
70277195,292491774
4060646,363575561
111497529,237203743
37974562,324451326
77677567,261425
134752040,377517089
91519514,109913979
74775623,93893297
109657786,76381444
4855596,309866017
64364680,136395371
116761149,268574924
38965513,393457070
59247271,363246983
125623046,165622793
130830924,325650691
13789551,254685076
29197258,282758850
92645086,42328056
54790610,325100443
90081052,245200034
135080969,20053729
100067745,149959540
78161252,49431820
20733935,386854706
71884708,246578693
67177972,30135525
100012968,370183576
133785352,307686537
59601272,101311746
85784910,394658843
111497529,168495385
78256365,93389523
54851639,280325728
127437161,293774287
132611526,349173367
87684947,101870504
127701396,225102103
124790821,15872460
122129618,165332655
126205303,264174594
63953333,309428475
47888992,337118273
59241675,188011756
50935017,237180557
71884708,279188192
102020621,13164760
85063972,59721883
131240843,113270219
114584194,218217760
50918155,325399482
127510370,321242202
133240213,293059250
133240213,365652959
136381702,108647899
120607401,206901062
140995269,108819209
25613360,230117426
119687381,79398266
64364680,201410965
2099277,185324224
111497529,381583433
51969060,310746357
59076389,274157115
99820815,315136625
121926844,349652874
92680330,7744537
69545007,217686551
41487930,254041181
35721757,114687632
64895000,96167380
121571277,355514881
85296442,319856694
37208119,42278203
1799885,392403711
68140506,93252173
87375362,86314217
69151720,146258402
60402528,347339083
88405349,213073498
132132334,29830157
8275394,210070917
124743824,124642450
87348753,183358451
95103333,390513603
18218608,272077052
96042414,37385188
6566040,339345937
110403987,325676844
988074,22218295
37426111,176162244
96089426,313382979
31354597,8427700
63105422,283093717
16716001,251386492
75981766,376548904
88366771,247718138
61636536,143987236
74694804,185636476
72200200,368249872
113947731,21925768
121149156,390391382
23359188,257238006
121498660,74227310
29091169,67361245
51597514,267981463
62359568,235379350
107130996,155652159
60686963,84004787
30080377,293194196
41509515,241294876
65320445,300336480
80182755,177121191
117274933,340621233
34696590,350386231
132132334,386118061
37426111,109844308
48849510,64162321
118476662,323976650
45820472,142736706
63902611,208522748
1033896,116902826
8581700,401724001
17762209,387301341
46086237,122538348
100268421,143237788
10539406,217791466
118476662,369772827
14373274,105558396
68358561,84579349
100907451,208727123
91638650,266476511
133563346,360070400
1017622,290418515
140070019,135573769
61453950,371619442
81328294,102135752
67033795,336960025
76658341,115658162
123226008,248648002
135012633,213457704
57666303,59798147
111786935,24547755
61454609,232480365
14389364,27015711
91090440,35804649
87348753,92091028
103447009,231030456
8679255,295661121
72659380,71306736
111671760,264519817
4601466,265848366
59076389,281396811
66835786,75735391
128589059,179274365
92680330,147298921
50649733,145317154
19472274,120148519
24792310,250048173
19637792,41643591
43660726,48364679
108551465,198720810
73427429,335328738
48304965,297619321
45085914,364499239
47888992,280398689
52420258,12422912
91078774,92266852
80522255,145187724
64749469,380728529
9384380,87322191
99228290,69602636
25742135,104197628
124230409,16415549
18519220,131466460
86107124,245450165
93530522,144272740
50347397,243206529
70503301,404518425
111497529,280147403
19556722,106161589
116217792,73845302
126328224,260556905
130206172,358349657
33802383,304068838
