51492142,246700861
139885879,127982235
139885879,319435464
17048049,268595574
17048049,338585504
138977388,6026301
3304327,245841914
7277182,318486143
104683710,333379284
111276571,47940992
52610714,193402557
65810725,359039358
106498387,371191717
106498387,289860271
